Target1,Target2,Mean
sci.med,comp.graphics,0.012798572487409971
sci.med,comp.os.ms-windows.misc,0.012114241570151708
sci.med,comp.sys.ibm.pc.hardware,0.013036350012769609
sci.med,comp.sys.mac.hardware,0.013210377699032584
sci.med,comp.windows.x,0.01204193204707496
sci.med,misc.forsale,0.010904594891765153
sci.med,rec.autos,0.014471485791258865
sci.med,rec.motorcycles,0.01394487307625198
sci.med,rec.sport.baseball,0.013610200691833323
sci.med,rec.sport.hockey,0.012958877932410956
sci.med,sci.crypt,0.016780155614222494
sci.med,sci.electronics,0.013926892869279409
sci.med,sci.med,0.03249358725230045
sci.med,sci.space,0.015218553122035166
sci.med,soc.religion.christian,0.016912439012161436
sci.med,talk.politics.guns,0.01744898564333613
sci.med,talk.politics.mideast,0.014859657529517685
sci.med,talk.politics.misc,0.017732406424385026
sci.med,talk.religion.misc,0.016255146230174176
sci.space,alt.atheism,0.016439834514632518
sci.space,comp.graphics,0.014373348620126736
sci.space,comp.os.ms-windows.misc,0.013190971132037632
sci.space,comp.sys.ibm.pc.hardware,0.013663544850644825
sci.space,comp.sys.mac.hardware,0.014160386806046253
sci.space,comp.windows.x,0.01329795205974043
sci.space,misc.forsale,0.012492262470105216
sci.space,rec.autos,0.015766255397648084
sci.space,rec.motorcycles,0.014651496348110865
sci.space,rec.sport.baseball,0.014392603310721109
sci.space,rec.sport.hockey,0.014081111651626312
sci.space,sci.crypt,0.018457868771858524
sci.space,sci.electronics,0.015556321924425928
sci.space,sci.med,0.015218553122035168
sci.space,sci.space,0.03694854643443894
sci.space,soc.religion.christian,0.015609473535054142
sci.space,talk.politics.guns,0.017969541881952492
sci.space,talk.politics.mideast,0.01492653136273623
sci.space,talk.politics.misc,0.018009255155226528
sci.space,talk.religion.misc,0.015681477876083438
soc.religion.christian,alt.atheism,0.03265801140534141
soc.religion.christian,comp.graphics,0.012634597408200736
soc.religion.christian,comp.os.ms-windows.misc,0.011914946382509738
soc.religion.christian,comp.sys.ibm.pc.hardware,0.012624604792745285
soc.religion.christian,comp.sys.mac.hardware,0.0128989273855186
soc.religion.christian,comp.windows.x,0.011710770369675324
soc.religion.christian,misc.forsale,0.010135531084640628
soc.religion.christian,rec.autos,0.015451291182882057
soc.religion.christian,rec.motorcycles,0.014594803579475414
soc.religion.christian,rec.sport.baseball,0.01472094542446908
soc.religion.christian,rec.sport.hockey,0.014141298214318263
soc.religion.christian,sci.crypt,0.01856568760889588
soc.religion.christian,sci.electronics,0.01364326285749687
soc.religion.christian,sci.med,0.016912439012161436
soc.religion.christian,sci.space,0.015609473535054147
soc.religion.christian,soc.religion.christian,0.050324940754143635
soc.religion.christian,talk.politics.guns,0.02129364549627844
